       Z           N           Q20         Q30         BE              E0            M22           M32           M33
      100.00      158.00      184.00       60.00    -1893.7380        0.8893        0.0299       -0.0156        0.0568
      100.00      158.00      188.00        0.00    -1904.3740        1.5470        0.0158        0.0000        0.0283
      100.00      158.00      188.00        4.00    -1904.0530        1.5627        0.0481       -0.0006        0.0206
      100.00      158.00      188.00        8.00    -1904.2690        1.4466        0.0600       -0.0088        0.0207
      100.00      158.00      188.00       12.00    -1903.9380        1.4254        0.0352       -0.0076        0.0178
      100.00      158.00      188.00       16.00    -1904.2090        1.2444        0.0379       -0.0149        0.0269
      100.00      158.00      188.00       20.00    -1903.1880        1.3711        0.0392       -0.0199        0.0271
      100.00      158.00      188.00       24.00    -1899.9170        1.3990        0.0426       -0.0260        0.0320
      100.00      158.00      188.00       28.00    -1895.9620        1.3092        0.0410       -0.0242        0.0316
      100.00      158.00      188.00       32.00    -1892.3070        1.3344        0.0453       -0.0276        0.0308
      100.00      158.00      188.00       36.00    -1888.0290        1.3172        0.0265       -0.0196        0.0284
      100.00      158.00      188.00       40.00    -1884.8290        1.3504        0.0343       -0.0189        0.0246
      100.00      158.00      188.00       44.00    -1882.0840        1.2755        0.0366       -0.0251        0.0334
      100.00      158.00      188.00       48.00    -1880.9250        1.1533        0.0252       -0.0123        0.0247
      100.00      158.00      188.00       52.00    -1881.0720        1.0678        0.0312       -0.0092        0.0235
      100.00      158.00      188.00       56.00    -1888.3200        0.3976        0.0340        0.0377        0.0561
      100.00      158.00      188.00       60.00    -1893.6500        1.0981        0.0282        0.0033        0.0296
      100.00      158.00      192.00        0.00    -1904.3930        1.5095        0.0156        0.0000        0.0280
      100.00      158.00      192.00        4.00    -1904.1910        1.5658        0.0546       -0.0018        0.0210
      100.00      158.00      192.00        8.00    -1904.2710        1.4129        0.0551       -0.0084        0.0204
      100.00      158.00      192.00       12.00    -1904.2950        1.3985        0.0362       -0.0067        0.0176
      100.00      158.00      192.00       16.00    -1904.6950        1.2665        0.0356       -0.0132        0.0238
      100.00      158.00      192.00       20.00    -1903.7390        1.2542        0.0382       -0.0205        0.0300
      100.00      158.00      192.00       24.00    -1900.7650        1.3858        0.0408       -0.0229        0.0272
      100.00      158.00      192.00       28.00    -1896.7600        1.3116        0.0411       -0.0261        0.0362
      100.00      158.00      192.00       32.00    -1893.3040        1.3150        0.0467       -0.0284        0.0315
      100.00      158.00      192.00       36.00    -1889.0500        1.2907        0.0382       -0.0264        0.0321
      100.00      158.00      192.00       40.00    -1885.9560        1.3480        0.0282       -0.0151        0.0222
      100.00      158.00      192.00       44.00    -1882.9500        1.2811        0.0342       -0.0214        0.0289
      100.00      158.00      192.00       48.00    -1881.1120        1.1622        0.0377       -0.0267        0.0373
      100.00      158.00      192.00       52.00    -1881.1930        1.1699        0.0269       -0.0074        0.0196
      100.00      158.00      192.00       56.00    -1887.3110        0.4128        0.0265        0.0297        0.0431
      100.00      158.00      192.00       60.00    -1892.6240        0.3876        0.0402        0.0394        0.0703
      100.00      158.00      196.00        0.00    -1904.4550        1.4797        0.0153        0.0000        0.0274
      100.00      158.00      196.00        4.00    -1904.3460        1.5767        0.0612       -0.0032        0.0215
      100.00      158.00      196.00        8.00    -1904.2580        1.3844        0.0504       -0.0080        0.0202
      100.00      158.00      196.00       12.00    -1904.5510        1.3597        0.0346       -0.0060        0.0178
      100.00      158.00      196.00       16.00    -1905.3470        1.2836        0.0357       -0.0109        0.0201
      100.00      158.00      196.00       20.00    -1904.3610        1.1920        0.0366       -0.0198        0.0301
      100.00      158.00      196.00       24.00    -1901.4800        1.3306        0.0369       -0.0203        0.0259
      100.00      158.00      196.00       28.00    -1897.6350        1.3394        0.0409       -0.0242        0.0317
      100.00      158.00      196.00       32.00    -1894.0030        1.3136        0.0418       -0.0259        0.0319
      100.00      158.00      196.00       36.00    -1890.1940        1.3007        0.0413       -0.0264        0.0305
      100.00      158.00      196.00       40.00    -1887.0220        1.3521        0.0221       -0.0124        0.0212
      100.00      158.00      196.00       44.00    -1883.9310        1.3014        0.0312       -0.0168        0.0243
      100.00      158.00      196.00       48.00    -1881.5660        1.1256        0.0397       -0.0309        0.0409
      100.00      158.00      196.00       52.00    -1881.3360        1.2063        0.0247       -0.0071        0.0190
      100.00      158.00      196.00       56.00    -1886.3590        0.4290        0.0216        0.0241        0.0349
      100.00      158.00      196.00       60.00    -1891.4850        0.3991        0.0313        0.0342        0.0514
      100.00      158.00      200.00        0.00    -1904.5500        1.4559        0.0150        0.0000        0.0269
      100.00      158.00      200.00        4.00    -1904.5090        1.5881        0.0658       -0.0046        0.0220
      100.00      158.00      200.00        8.00    -1904.2860        1.3631        0.0462       -0.0077        0.0199
      100.00      158.00      200.00       12.00    -1904.7050        1.2997        0.0322       -0.0055        0.0183
      100.00      158.00      200.00       16.00    -1906.0630        1.2482        0.0370       -0.0098        0.0189
      100.00      158.00      200.00       20.00    -1905.1250        1.2020        0.0389       -0.0182        0.0266
      100.00      158.00      200.00       24.00    -1902.1400        1.2422        0.0344       -0.0196        0.0274
      100.00      158.00      200.00       28.00    -1898.4950        1.3522        0.0383       -0.0202        0.0253
      100.00      158.00      200.00       32.00    -1894.5820        1.3163        0.0370       -0.0243        0.0351
      100.00      158.00      200.00       36.00    -1891.2780        1.3024        0.0452       -0.0291        0.0324
      100.00      158.00      200.00       40.00    -1887.9220        1.3806        0.0255       -0.0152        0.0229
      100.00      158.00      200.00       44.00    -1884.9460        1.3126        0.0291       -0.0138        0.0216
      100.00      158.00      200.00       48.00    -1882.2820        1.1614        0.0295       -0.0224        0.0332
      100.00      158.00      200.00       52.00    -1881.1820        1.1335        0.0268       -0.0153        0.0263
      100.00      158.00      200.00       56.00    -1881.6590        1.1692        0.0290       -0.0073        0.0186
      100.00      158.00      200.00       60.00    -1886.5236        0.7939        0.0257        0.0109        0.0294
      100.00      158.00      204.00        0.00    -1904.6720        1.4343        0.0148       -0.0000        0.0264
      100.00      158.00      204.00        4.00    -1904.6790        1.5944        0.0695       -0.0058        0.0226
      100.00      158.00      204.00        8.00    -1904.4200        1.3757        0.0400       -0.0066        0.0192
      100.00      158.00      204.00       12.00    -1904.7570        1.2388        0.0295       -0.0051        0.0189
