Q20	Q30	Q40	EHFB	E0	M_22	M_32	M_33	M_42	M_43	M_44
28.0	20.0	184.0	-2019.192	1.637	0.072	-0.003	0.011	-0.062	0.004	0.057
28.0	20.0	192.0	-2015.146	1.033	0.175	-0.009	0.013	-0.155	0.008	0.14
28.0	20.0	200.0	-2011.156	1.121	0.056	-0.005	0.015	-0.049	0.0	0.047
32.0	20.0	0.0	-2091.648	1.657	0.07	0.01	0.884	-0.039	-0.31	0.285
32.0	20.0	8.0	-2098.006	1.834	0.051	-0.064	1.029	-0.026	-0.528	0.438
32.0	20.0	16.0	-2088.71	1.267	0.208	-0.174	0.836	-0.078	-0.288	0.211
32.0	20.0	24.0	-2095.44	3.388	0.141	-0.314	1.077	0.058	-0.264	0.091
32.0	20.0	32.0	-2098.278	1.504	0.194	-0.235	0.851	-0.035	-0.235	0.158
32.0	20.0	40.0	-2094.715	1.583	0.107	-0.018	0.118	-0.079	-0.043	0.089
32.0	20.0	48.0	-2086.171	1.001	0.094	-0.001	0.021	-0.077	-0.008	0.068
32.0	20.0	56.0	-2076.881	1.025	0.335	-0.012	0.007	-0.271	0.009	0.221
32.0	20.0	64.0	-2069.563	1.207	0.138	-0.007	0.004	-0.11	0.005	0.09
32.0	20.0	72.0	-2064.753	3.689	0.377	-0.054	0.014	-0.329	0.048	0.289
32.0	20.0	80.0	-2063.377	3.583	0.299	-0.031	0.009	-0.255	0.026	0.22
32.0	20.0	88.0	-2064.35	4.501	0.131	-0.074	0.058	-0.077	0.04	0.049
32.0	20.0	96.0	-2063.454	4.45	0.172	-0.128	0.11	-0.082	0.058	0.042
32.0	20.0	104.0	-2059.899	2.765	0.205	-0.014	0.019	-0.167	0.006	0.142
32.0	20.0	112.0	-2056.308	0.995	0.395	-0.015	0.017	-0.332	0.016	0.282
32.0	20.0	120.0	-2053.155	1.023	0.08	0.002	0.017	-0.065	0.005	0.058
32.0	20.0	128.0	-2050.081	1.037	0.089	0.001	0.013	-0.073	0.004	0.063
32.0	20.0	136.0	-2046.481	1.087	0.189	-0.001	0.014	-0.158	0.006	0.136
32.0	20.0	144.0	-2044.372	3.409	0.148	0.011	0.023	-0.119	0.001	0.103
32.0	20.0	152.0	-2041.908	2.989	0.043	0.013	0.027	-0.03	0.001	0.027
32.0	20.0	160.0	-2039.148	2.829	0.035	0.009	0.022	-0.024	0.002	0.023
32.0	20.0	168.0	-2034.885	2.936	0.248	0.007	0.015	-0.207	-0.001	0.176
32.0	20.0	176.0	-2030.925	5.034	0.373	0.006	0.013	-0.312	-0.002	0.265
32.0	20.0	184.0	-2026.178	4.429	0.052	0.003	0.014	-0.041	0.001	0.036
32.0	20.0	192.0	-2021.141	2.719	0.119	-0.004	0.01	-0.101	0.005	0.088
32.0	20.0	200.0	-2017.2	1.089	0.195	-0.009	0.011	-0.167	0.008	0.146
36.0	20.0	0.0	-2091.938	1.643	0.09	0.03	1.065	-0.041	-0.401	0.33
36.0	20.0	8.0	-2098.328	1.722	0.06	-0.097	1.077	-0.021	-0.525	0.438
36.0	20.0	16.0	-2088.646	1.092	0.088	-0.181	1.172	0.024	-0.452	0.212
36.0	20.0	24.0	-2095.214	3.073	0.1	-0.208	0.954	0.034	-0.279	0.114
36.0	20.0	32.0	-2098.442	1.332	0.178	-0.206	0.822	-0.033	-0.235	0.157
36.0	20.0	40.0	-2095.731	1.881	0.198	-0.059	0.099	-0.131	0.0	0.108
36.0	20.0	48.0	-2088.092	1.075	0.071	-0.001	0.043	-0.057	-0.019	0.057
36.0	20.0	56.0	-2078.965	1.042	0.126	-0.004	0.007	-0.101	0.001	0.082
36.0	20.0	64.0	-2072.342	1.13	0.232	-0.012	0.005	-0.186	0.009	0.15
36.0	20.0	72.0	-2066.216	1.281	0.117	-0.006	0.004	-0.093	0.005	0.075
36.0	20.0	80.0	-2065.08	3.717	0.175	-0.02	0.008	-0.149	0.017	0.128
36.0	20.0	88.0	-2064.061	4.878	0.215	-0.022	0.01	-0.178	0.017	0.149
36.0	20.0	96.0	-2064.779	4.486	0.155	-0.101	0.08	-0.08	0.051	0.044
36.0	20.0	104.0	-2062.464	3.339	0.126	-0.011	0.017	-0.102	0.004	0.086
36.0	20.0	112.0	-2058.786	2.159	0.152	-0.004	0.011	-0.123	0.003	0.103
36.0	20.0	120.0	-2055.08	1.046	0.167	-0.004	0.013	-0.137	0.006	0.116
36.0	20.0	128.0	-2052.915	1.068	0.071	0.003	0.015	-0.056	0.003	0.049
36.0	20.0	136.0	-2049.908	1.024	0.117	0.001	0.012	-0.096	0.004	0.081
36.0	20.0	144.0	-2046.667	2.319	0.147	0.035	0.046	-0.104	-0.006	0.084
36.0	20.0	152.0	-2045.085	3.294	0.194	0.01	0.019	-0.157	0.0	0.133
36.0	20.0	160.0	-2043.08	2.975	0.081	0.013	0.025	-0.061	-0.0	0.053
36.0	20.0	168.0	-2040.14	2.857	0.29	0.01	0.016	-0.238	-0.002	0.2
36.0	20.0	176.0	-2035.753	3.121	0.166	0.005	0.014	-0.136	0.0	0.115
36.0	20.0	184.0	-2031.934	4.107	0.29	0.004	0.012	-0.238	0.0	0.199
36.0	20.0	192.0	-2027.169	2.859	0.023	0.0	0.009	-0.018	0.001	0.016
36.0	20.0	200.0	-2022.181	1.667	0.081	-0.004	0.01	-0.067	0.003	0.058
40.0	20.0	0.0	-2091.785	1.553	0.089	0.053	1.08	-0.046	-0.442	0.353
40.0	20.0	8.0	-2098.428	1.719	0.058	-0.094	0.981	-0.017	-0.483	0.399
40.0	20.0	16.0	-2092.998	1.519	0.035	-0.024	0.435	-0.023	-0.228	0.25
40.0	20.0	24.0	-2094.382	2.78	0.08	-0.11	0.777	0.007	-0.248	0.105
40.0	20.0	32.0	-2098.454	2.406	0.115	-0.072	0.524	-0.02	-0.154	0.068
40.0	20.0	40.0	-2097.069	2.022	0.308	-0.083	0.11	-0.203	0.015	0.156
40.0	20.0	48.0	-2090.773	1.083	0.116	-0.001	0.1	-0.091	-0.048	0.097
40.0	20.0	56.0	-2082.279	1.118	0.062	-0.003	0.011	-0.048	-0.001	0.039
40.0	20.0	64.0	-2075.326	1.04	0.234	-0.014	0.005	-0.18	0.01	0.14
40.0	20.0	72.0	-2070.802	1.218	0.193	-0.013	0.004	-0.148	0.01	0.115
40.0	20.0	80.0	-2065.456	1.265	0.104	-0.007	0.004	-0.081	0.005	0.063
40.0	20.0	88.0	-2065.971	5.477	0.039	-0.005	0.007	-0.031	0.003	0.026
40.0	20.0	96.0	-2064.814	4.944	0.171	-0.021	0.012	-0.134	0.014	0.108
40.0	20.0	104.0	-2064.891	4.504	0.153	-0.1	0.079	-0.076	0.047	0.041
40.0	20.0	112.0	-2062.439	3.39	0.132	-0.009	0.011	-0.104	0.005	0.085
40.0	20.0	120.0	-2058.819	2.092	0.179	-0.004	0.009	-0.142	0.003	0.114
40.0	20.0	128.0	-2055.184	1.075	0.161	-0.001	0.011	-0.127	0.004	0.104
40.0	20.0	136.0	-2053.219	1.08	0.07	0.003	0.013	-0.054	0.003	0.045
40.0	20.0	144.0	-2050.623	1.064	0.091	0.002	0.011	-0.071	0.003	0.059
40.0	20.0	152.0	-2047.913	1.066	0.23	0.0	0.011	-0.185	0.005	0.151
40.0	20.0	160.0	-2045.73	4.53	0.185	0.024	0.022	-0.152	-0.012	0.13
40.0	20.0	168.0	-2044.981	4.458	0.228	0.036	0.038	-0.173	-0.012	0.139
40.0	20.0	176.0	-2042.534	2.962	0.271	0.016	0.02	-0.213	-0.005	0.173
40.0	20.0	184.0	-2038.876	3.044	0.264	0.009	0.014	-0.21	-0.002	0.171
40.0	20.0	192.0	-2035.294	5.322	0.36	0.005	0.011	-0.288	-0.001	0.233
40.0	20.0	200.0	-2030.976	5.061	0.055	0.003	0.013	-0.042	0.001	0.035
44.0	20.0	0.0	-2091.376	1.428	0.089	0.003	1.217	-0.022	-0.533	0.402
44.0	20.0	8.0	-2098.428	1.825	0.049	-0.089	0.863	-0.007	-0.429	0.342
44.0	20.0	16.0	-2093.209	1.518	0.044	-0.042	0.421	-0.008	-0.237	0.268
44.0	20.0	24.0	-2093.033	2.462	0.094	-0.136	0.921	0.013	-0.288	0.106
44.0	20.0	32.0	-2096.761	2.214	0.107	-0.077	0.419	-0.016	-0.104	0.044
44.0	20.0	40.0	-2095.777	1.732	0.126	-0.03	0.106	-0.082	-0.026	0.079
44.0	20.0	48.0	-2092.339	1.607	0.263	0.073	0.151	-0.237	-0.129	0.247
44.0	20.0	56.0	-2084.437	1.026	0.088	-0.001	0.01	-0.067	-0.002	0.053
44.0	20.0	64.0	-2077.492	1.224	0.062	-0.002	0.005	-0.046	0.001	0.036
44.0	20.0	72.0	-2072.66	1.09	0.307	-0.014	0.004	-0.233	0.011	0.177
44.0	20.0	80.0	-2069.368	1.202	0.099	-0.004	0.004	-0.074	0.003	0.057
44.0	20.0	88.0	-2064.865	1.295	0.101	-0.004	0.004	-0.077	0.003	0.06
44.0	20.0	96.0	-2066.571	5.528	0.087	-0.012	0.011	-0.067	0.007	0.054
44.0	20.0	104.0	-2065.063	3.116	0.038	-0.021	0.029	-0.019	0.004	0.014
44.0	20.0	112.0	-2062.644	4.487	0.112	-0.081	0.075	-0.049	0.03	0.025
44.0	20.0	120.0	-2061.146	3.432	0.127	-0.006	0.008	-0.099	0.004	0.079
44.0	20.0	128.0	-2057.727	2.322	0.173	-0.003	0.008	-0.133	0.003	0.105
44.0	20.0	136.0	-2054.65	1.071	0.048	0.002	0.011	-0.035	0.002	0.029
44.0	20.0	144.0	-2048.317	2.781	0.32	0.126	0.089	-0.231	-0.073	0.178
44.0	20.0	152.0	-2051.076	1.004	0.12	0.0	0.01	-0.093	0.004	0.074
44.0	20.0	160.0	-2048.479	1.068	0.208	-0.001	0.011	-0.162	0.005	0.129
44.0	20.0	168.0	-2046.788	4.605	0.243	0.028	0.022	-0.196	-0.016	0.163
44.0	20.0	176.0	-2045.982	4.504	0.299	0.034	0.031	-0.228	-0.015	0.181
44.0	20.0	184.0	-2043.68	4.732	0.294	0.017	0.018	-0.228	-0.007	0.182
44.0	20.0	192.0	-2040.242	3.078	0.256	0.009	0.014	-0.199	-0.002	0.157
44.0	20.0	200.0	-2036.776	5.498	0.312	0.005	0.011	-0.243	-0.001	0.192
48.0	20.0	0.0	-2090.903	1.33	0.081	-0.062	1.295	0.009	-0.597	0.454
48.0	20.0	8.0	-2098.306	1.848	0.042	-0.087	0.788	0.004	-0.391	0.301
48.0	20.0	16.0	-2093.564	1.51	0.047	-0.045	0.403	0.0	-0.238	0.278
48.0	20.0	24.0	-2091.26	2.531	0.093	-0.146	0.987	0.015	-0.31	0.116
48.0	20.0	32.0	-2094.794	2.518	0.096	-0.067	0.367	-0.018	-0.091	0.041
48.0	20.0	40.0	-2093.338	1.55	0.088	-0.027	0.114	-0.054	-0.032	0.059
48.0	20.0	48.0	-2092.123	1.271	0.079	-0.04	0.172	-0.04	-0.053	0.057
48.0	20.0	56.0	-2085.432	1.028	0.191	-0.001	0.011	-0.144	-0.003	0.111
48.0	20.0	64.0	-2078.456	1.116	0.07	-0.002	0.005	-0.052	0.001	0.04
48.0	20.0	72.0	-2073.217	1.226	0.073	-0.003	0.004	-0.054	0.002	0.041
48.0	20.0	80.0	-2070.887	2.474	0.042	-0.002	0.003	-0.032	0.001	0.024
48.0	20.0	88.0	-2067.909	1.159	0.082	-0.003	0.003	-0.061	0.002	0.046
48.0	20.0	96.0	-2067.968	5.839	0.376	-0.057	0.019	-0.293	0.042	0.231
48.0	20.0	104.0	-2067.209	5.529	0.126	-0.073	0.05	-0.066	0.037	0.035
48.0	20.0	112.0	-2064.858	4.806	0.186	-0.101	0.066	-0.098	0.05	0.054
48.0	20.0	120.0	-2061.218	3.404	0.085	-0.007	0.013	-0.063	0.002	0.05
48.0	20.0	128.0	-2059.826	3.315	0.135	-0.005	0.007	-0.103	0.004	0.081
48.0	20.0	136.0	-2050.414	2.164	0.043	0.013	0.02	-0.033	-0.005	0.03
48.0	20.0	144.0	-2047.5121	2.1829	0.223	0.106	0.08	-0.159	-0.059	0.125
48.0	20.0	152.0	-2049.609	4.7	0.406	0.212	0.116	-0.255	-0.134	0.161
48.0	20.0	160.0	-2050.892	1.047	0.17	0.003	0.014	-0.131	0.004	0.104
48.0	20.0	168.0	-2048.396	1.044	0.241	0.0	0.011	-0.186	0.004	0.146
48.0	20.0	176.0	-2048.234	4.694	0.299	0.041	0.033	-0.227	-0.02	0.18
48.0	20.0	184.0	-2046.746	4.547	0.344	0.019	0.017	-0.267	-0.009	0.212
48.0	20.0	192.0	-2044.342	4.781	0.394	0.014	0.014	-0.305	-0.006	0.239
48.0	20.0	200.0	-2040.713	5.033	0.238	0.007	0.011	-0.183	-0.001	0.143
52.0	20.0	0.0	-2090.499	1.358	0.061	-0.063	1.026	0.011	-0.501	0.459
52.0	20.0	8.0	-2098.064	1.676	0.042	-0.074	0.785	0.003	-0.405	0.31
52.0	20.0	16.0	-2094.134	1.513	0.043	-0.037	0.37	-0.003	-0.213	0.254
52.0	20.0	24.0	-2089.068	2.686	0.108	-0.129	0.818	0.003	-0.246	0.096
52.0	20.0	32.0	-2092.598	2.967	0.14	-0.092	0.374	-0.021	-0.081	0.038
52.0	20.0	40.0	-2091.179	1.472	0.129	-0.076	0.212	-0.058	-0.042	0.068
52.0	20.0	48.0	-2091.048	1.129	0.09	-0.045	0.238	-0.045	-0.082	0.076
52.0	20.0	56.0	-2086.187	0.98	0.108	0.0	0.016	-0.081	-0.006	0.065
52.0	20.0	64.0	-2079.603	1.136	0.196	-0.005	0.005	-0.144	0.003	0.107
52.0	20.0	72.0	-2074.219	1.295	0.052	-0.002	0.004	-0.038	0.001	0.029
52.0	20.0	80.0	-2071.039	1.272	0.108	-0.005	0.003	-0.081	0.004	0.061
52.0	20.0	88.0	-2069.96	1.187	0.149	-0.007	0.003	-0.111	0.005	0.083
52.0	20.0	96.0	-2067.206	2.431	0.085	-0.004	0.005	-0.064	0.002	0.049
52.0	20.0	104.0	-2068.717	5.911	0.451	-0.273	0.172	-0.234	0.141	0.122
52.0	20.0	112.0	-2067.153	5.384	0.202	-0.121	0.081	-0.1	0.059	0.051
52.0	20.0	120.0	-2063.55	3.682	0.159	-0.011	0.013	-0.12	0.004	0.093
52.0	20.0	128.0	-2059.931	3.26	0.069	-0.003	0.007	-0.051	0.001	0.04
52.0	20.0	136.0	-2058.768	2.741	0.141	-0.003	0.007	-0.106	0.003	0.082
52.0	20.0	144.0	-2051.761	1.234	0.048	0.013	0.019	-0.035	-0.004	0.031
52.0	20.0	152.0	-2054.726	3.075	0.107	0.025	0.032	-0.069	-0.004	0.051
52.0	20.0	160.0	-2053.455	1.018	0.084	0.004	0.011	-0.062	0.002	0.049
52.0	20.0	168.0	-2051.33	1.015	0.237	0.004	0.014	-0.181	0.003	0.142
52.0	20.0	176.0	-2049.097	4.39	0.109	0.017	0.022	-0.082	-0.005	0.067
52.0	20.0	184.0	-2049.151	4.771	0.225	0.02	0.02	-0.172	-0.008	0.137
52.0	20.0	192.0	-2047.61	4.601	0.365	0.013	0.013	-0.281	-0.006	0.22
52.0	20.0	200.0	-2045.171	4.822	0.403	0.009	0.012	-0.309	-0.003	0.24
56.0	20.0	0.0	-2090.163	1.526	0.061	-0.016	0.66	0.006	-0.347	0.4
56.0	20.0	8.0	-2097.748	1.572	0.045	-0.04	0.818	-0.015	-0.473	0.383
56.0	20.0	16.0	-2094.879	1.557	0.038	-0.028	0.33	-0.008	-0.179	0.207
56.0	20.0	24.0	-2087.652	1.603	0.101	-0.122	0.503	-0.012	-0.154	0.083
56.0	20.0	32.0	-2090.613	2.828	0.131	-0.054	0.29	-0.022	-0.083	0.041
56.0	20.0	40.0	-2091.061	3.158	0.138	-0.055	0.219	-0.028	-0.065	0.046
56.0	20.0	48.0	-2089.946	1.263	0.195	0.078	0.264	-0.184	-0.187	0.231
56.0	20.0	56.0	-2087.138	1.077	0.1	-0.004	0.069	-0.071	-0.03	0.067
56.0	20.0	64.0	-2082.176	1.09	0.122	-0.006	0.005	-0.087	0.003	0.063
56.0	20.0	72.0	-2076.934	1.177	0.222	-0.011	0.004	-0.157	0.008	0.112
56.0	20.0	80.0	-2072.782	1.369	0.05	-0.003	0.003	-0.036	0.002	0.026
56.0	20.0	88.0	-2071.003	1.53	0.085	-0.005	0.003	-0.062	0.003	0.046
56.0	20.0	96.0	-2070.416	1.179	0.211	-0.011	0.004	-0.154	0.007	0.113
56.0	20.0	104.0	-2068.2	3.141	0.082	-0.005	0.005	-0.059	0.003	0.044
56.0	20.0	112.0	-2069.591	6.011	0.478	-0.29	0.183	-0.239	0.144	0.12
56.0	20.0	120.0	-2067.697	5.425	0.309	-0.187	0.121	-0.147	0.088	0.071
56.0	20.0	128.0	-2064.075	3.77	0.141	-0.008	0.009	-0.104	0.004	0.078
56.0	20.0	136.0	-2060.591	3.311	0.086	-0.004	0.006	-0.063	0.002	0.047
56.0	20.0	144.0	-2059.381	2.1	0.116	-0.002	0.005	-0.085	0.002	0.064
56.0	20.0	152.0	-2056.561	1.094	0.311	-0.009	0.011	-0.233	0.011	0.177
56.0	20.0	160.0	-2055.521	1.058	0.126	0.014	0.022	-0.087	-0.001	0.065
56.0	20.0	168.0	-2054.714	1.025	0.075	0.004	0.01	-0.054	0.001	0.041
56.0	20.0	176.0	-2052.875	1.048	0.178	0.003	0.012	-0.133	0.002	0.102
56.0	20.0	184.0	-2050.911	1.041	0.227	0.001	0.009	-0.168	0.002	0.127
56.0	20.0	192.0	-2050.597	4.826	0.208	0.017	0.015	-0.158	-0.009	0.124
56.0	20.0	200.0	-2049.892	4.607	0.289	0.016	0.016	-0.214	-0.007	0.163
60.0	20.0	0.0	-2089.978	1.767	0.077	0.012	0.553	0.01	-0.3	0.338
60.0	20.0	8.0	-2097.492	1.598	0.049	0.001	0.785	-0.042	-0.522	0.468
60.0	20.0	16.0	-2095.729	1.674	0.035	-0.025	0.293	-0.009	-0.15	0.164
60.0	20.0	24.0	-2087.438	1.597	0.077	-0.101	0.425	-0.005	-0.131	0.066
60.0	20.0	32.0	-2089.219	2.648	0.116	-0.053	0.286	-0.022	-0.082	0.041
60.0	20.0	40.0	-2090.002	2.934	0.078	0.001	0.187	-0.028	-0.061	0.035
60.0	20.0	48.0	-2087.693	1.684	0.168	-0.014	0.21	-0.113	-0.089	0.125
60.0	20.0	56.0	-2087.402	1.12	0.233	0.176	0.348	-0.251	-0.292	0.321
60.0	20.0	64.0	-2082.301	1.008	0.096	-0.001	0.009	-0.068	-0.002	0.05
60.0	20.0	72.0	-2078.561	1.016	0.194	-0.007	0.004	-0.135	0.004	0.095
60.0	20.0	80.0	-2074.372	1.206	0.203	-0.007	0.003	-0.141	0.005	0.099
60.0	20.0	88.0	-2071.28	1.425	0.053	-0.002	0.003	-0.037	0.001	0.026
60.0	20.0	96.0	-2070.992	2.965	0.2	-0.005	0.005	-0.146	0.002	0.108
60.0	20.0	104.0	-2070.757	3.307	0.185	-0.008	0.005	-0.132	0.005	0.095
60.0	20.0	112.0	-2068.606	3.172	0.083	-0.008	0.01	-0.057	0.002	0.041
60.0	20.0	120.0	-2069.007	3.68	0.502	-0.145	0.094	-0.323	0.069	0.221
60.0	20.0	128.0	-2066.157	3.765	0.204	-0.015	0.01	-0.148	0.009	0.11
60.0	20.0	136.0	-2062.795	3.817	0.148	-0.008	0.006	-0.107	0.005	0.079
60.0	20.0	144.0	-2061.32	1.317	0.076	-0.001	0.01	-0.054	0.003	0.041
60.0	20.0	152.0	-2059.176	2.641	0.112	-0.002	0.006	-0.08	0.002	0.058
60.0	20.0	160.0	-2056.7	1.045	0.356	-0.016	0.011	-0.261	0.015	0.194
60.0	20.0	168.0	-2055.911	1.02	0.147	0.039	0.04	-0.089	-0.01	0.06
60.0	20.0	176.0	-2055.257	1.066	0.061	0.005	0.01	-0.042	0.001	0.031
60.0	20.0	184.0	-2053.636	0.973	0.191	0.005	0.014	-0.138	0.002	0.103
60.0	20.0	192.0	-2052.34	5.098	0.134	0.02	0.02	-0.097	-0.008	0.075
60.0	20.0	200.0	-2051.573	4.917	0.275	0.021	0.014	-0.206	-0.012	0.157
64.0	20.0	0.0	-2089.891	1.922	0.068	0.008	0.573	0.006	-0.339	0.324
64.0	20.0	8.0	-2097.34	1.67	0.048	0.033	0.589	-0.065	-0.437	0.453
64.0	20.0	16.0	-2096.564	1.857	0.041	-0.033	0.284	-0.012	-0.137	0.14
64.0	20.0	24.0	-2087.319	1.536	0.073	-0.07	0.337	-0.017	-0.111	0.064
64.0	20.0	32.0	-2088.462	2.835	0.101	-0.068	0.233	-0.038	-0.057	0.058
64.0	20.0	40.0	-2089.315	2.888	0.11	0.012	0.18	-0.044	-0.059	0.039
64.0	20.0	48.0	-2086.627	1.478	0.072	-0.001	0.163	-0.049	-0.072	0.071
64.0	20.0	56.0	-2086.23	1.446	0.323	0.281	0.448	-0.367	-0.417	0.465
64.0	20.0	64.0	-2081.81	1.002	0.093	0.001	0.015	-0.066	-0.006	0.05
64.0	20.0	72.0	-2077.977	1.042	0.166	-0.005	0.004	-0.116	0.003	0.082
64.0	20.0	80.0	-2075.206	1.172	0.173	-0.006	0.003	-0.119	0.004	0.083
64.0	20.0	88.0	-2071.858	1.312	0.154	-0.006	0.003	-0.106	0.004	0.074
64.0	20.0	96.0	-2071.69	5.447	0.042	-0.006	0.006	-0.032	0.004	0.025
64.0	20.0	104.0	-2070.534	3.476	0.113	-0.056	0.064	-0.068	0.031	0.047
64.0	20.0	112.0	-2070.778	3.441	0.116	-0.01	0.008	-0.08	0.004	0.056
64.0	20.0	120.0	-2069.864	5.988	0.114	-0.061	0.045	-0.058	0.028	0.032
64.0	20.0	128.0	-2067.733	3.744	0.469	-0.039	0.012	-0.342	0.027	0.251
64.0	20.0	136.0	-2064.674	3.852	0.16	-0.009	0.006	-0.115	0.006	0.084
64.0	20.0	144.0	-2061.33	3.779	0.153	-0.006	0.005	-0.109	0.004	0.079
64.0	20.0	152.0	-2060.726	1.836	0.094	-0.001	0.011	-0.066	0.004	0.049
64.0	20.0	160.0	-2058.21	1.087	0.154	-0.003	0.01	-0.109	0.005	0.08
64.0	20.0	168.0	-2056.185	1.057	0.399	-0.017	0.01	-0.291	0.015	0.214
64.0	20.0	176.0	-2056.093	0.99	0.132	0.043	0.042	-0.076	-0.012	0.05
64.0	20.0	184.0	-2055.507	1.254	0.038	0.006	0.01	-0.024	-0.001	0.018
64.0	20.0	192.0	-2054.291	5.159	0.527	0.132	0.066	-0.352	-0.074	0.243
64.0	20.0	200.0	-2051.943	1.01	0.207	0.003	0.009	-0.148	0.002	0.108
68.0	20.0	0.0	-2089.967	1.918	0.04	-0.004	0.643	-0.009	-0.439	0.391
68.0	20.0	8.0	-2097.375	1.727	0.045	0.031	0.421	-0.065	-0.317	0.377
68.0	20.0	16.0	-2097.354	2.034	0.058	-0.054	0.328	-0.014	-0.134	0.129
68.0	20.0	24.0	-2088.24	1.466	0.069	-0.057	0.275	-0.018	-0.089	0.054
68.0	20.0	32.0	-2088.326	2.809	0.08	-0.024	0.131	-0.046	-0.042	0.056
68.0	20.0	40.0	-2089.424	3.115	0.112	0.022	0.168	-0.044	-0.062	0.039
68.0	20.0	48.0	-2088.558	2.776	0.101	0.023	0.193	-0.044	-0.075	0.048
68.0	20.0	56.0	-2085.286	1.625	0.091	-0.0	0.158	-0.062	-0.072	0.078
68.0	20.0	64.0	-2077.64	1.114	0.198	-0.007	0.008	-0.132	0.006	0.09
68.0	20.0	72.0	-2078.129	1.031	0.191	-0.005	0.005	-0.13	0.002	0.089
68.0	20.0	80.0	-2076.168	1.049	0.241	-0.012	0.003	-0.164	0.008	0.112
68.0	20.0	88.0	-2074.257	1.202	0.18	-0.009	0.003	-0.12	0.006	0.081
68.0	20.0	96.0	-2071.498	1.336	0.148	-0.007	0.002	-0.1	0.005	0.068
68.0	20.0	104.0	-2072.735	5.563	0.043	-0.007	0.007	-0.031	0.004	0.024
68.0	20.0	112.0	-2072.549	5.744	0.049	-0.008	0.009	-0.034	0.004	0.025
68.0	20.0	120.0	-2071.766	3.549	0.132	-0.02	0.015	-0.085	0.008	0.058
68.0	20.0	128.0	-2070.7	6.023	0.095	-0.045	0.037	-0.05	0.019	0.03
68.0	20.0	136.0	-2068.526	3.747	0.431	-0.036	0.011	-0.307	0.024	0.221
68.0	20.0	144.0	-2065.501	3.773	0.192	-0.011	0.006	-0.136	0.007	0.097
68.0	20.0	152.0	-2062.16	3.814	0.115	-0.004	0.004	-0.08	0.003	0.057
68.0	20.0	160.0	-2061.169	1.357	0.077	0.0	0.01	-0.053	0.004	0.039
68.0	20.0	168.0	-2059.073	1.148	0.104	0.001	0.009	-0.071	0.003	0.051
68.0	20.0	176.0	-2056.691	3.156	0.143	0.015	0.011	-0.11	-0.009	0.086
68.0	20.0	184.0	-2056.723	2.924	0.062	0.012	0.015	-0.043	-0.004	0.033
68.0	20.0	192.0	-2056.56	0.881	0.147	0.004	0.009	-0.103	0.001	0.074
68.0	20.0	200.0	-2055.511	0.999	0.158	0.007	0.01	-0.112	-0.001	0.081
72.0	20.0	0.0	-2090.114	1.859	0.031	0.003	0.626	-0.023	-0.477	0.452
72.0	20.0	8.0	-2097.605	1.812	0.046	0.011	0.414	-0.053	-0.295	0.37
72.0	20.0	16.0	-2098.236	2.026	0.059	-0.062	0.371	-0.013	-0.145	0.127
72.0	20.0	24.0	-2093.591	1.61	0.079	0.006	0.327	-0.084	-0.174	0.219
72.0	20.0	32.0	-2088.234	1.684	0.088	-0.01	0.127	-0.053	-0.052	0.06
72.0	20.0	40.0	-2089.68	3.152	0.075	-0.02	0.121	-0.037	-0.034	0.041
72.0	20.0	48.0	-2089.075	3.118	0.085	0.017	0.202	-0.031	-0.073	0.038
72.0	20.0	56.0	-2085.024	1.631	0.093	-0.006	0.17	-0.06	-0.072	0.076
72.0	20.0	64.0	-2082.354	1.511	0.143	0.049	0.215	-0.121	-0.134	0.147
72.0	20.0	72.0	-2074.32	1.163	0.368	-0.017	0.005	-0.246	0.012	0.166
72.0	20.0	80.0	-2074.514	1.139	0.324	-0.015	0.004	-0.219	0.01	0.148
72.0	20.0	88.0	-2074.04	1.148	0.243	-0.013	0.003	-0.164	0.008	0.111
72.0	20.0	96.0	-2072.303	1.266	0.119	-0.006	0.002	-0.079	0.004	0.053
72.0	20.0	104.0	-2070.337	1.434	0.107	-0.005	0.002	-0.072	0.003	0.049
72.0	20.0	112.0	-2073.468	5.677	0.046	-0.009	0.01	-0.031	0.004	0.023
72.0	20.0	120.0	-2073.191	5.844	0.061	-0.031	0.022	-0.031	0.015	0.017
72.0	20.0	128.0	-2071.856	3.598	0.1	-0.047	0.027	-0.049	0.022	0.025
72.0	20.0	136.0	-2069.49	3.662	0.085	-0.008	0.009	-0.06	0.004	0.044
72.0	20.0	144.0	-2067.137	3.797	0.326	-0.021	0.007	-0.23	0.014	0.163
72.0	20.0	152.0	-2063.993	3.831	0.212	-0.01	0.005	-0.148	0.006	0.104
72.0	20.0	160.0	-2061.788	1.013	0.096	-0.004	0.01	-0.068	0.006	0.05
72.0	20.0	168.0	-2060.593	1.369	0.08	-0.0	0.009	-0.055	0.003	0.039
72.0	20.0	176.0	-2058.516	1.089	0.16	-0.002	0.009	-0.111	0.005	0.079
72.0	20.0	184.0	-2057.646	3.196	0.156	0.016	0.012	-0.117	-0.009	0.091
72.0	20.0	192.0	-2057.538	2.952	0.065	0.014	0.018	-0.043	-0.004	0.032
72.0	20.0	200.0	-2057.091	2.878	0.065	0.008	0.011	-0.045	-0.002	0.033
76.0	20.0	0.0	-2090.176	1.811	0.034	0.016	0.523	-0.04	-0.43	0.454
